"Notes"	"Age of Infant at Death"	"Age of Infant at Death Code"	"Cause of death"	"Cause of death Code"	Deaths	Births	Death Rate
	"28 - 364 days"	"05"	"Disorders of plasma-protein metabolism, not elsewhere classified"	"E88.0"	13	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified metabolic disorders"	"E88.8"	13	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Metabolic disorder, unspecified"	"E88.9"	252	40445070	0.01
	"28 - 364 days"	"05"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Unspecified mental retardation"	"F79"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Rett syndrome"	"F84.2"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Unspecified disorder of psychological development"	"F89"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Haemophilus meningitis"	"G00.0"	15	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pneumococcal meningitis"	"G00.1"	40	40445070	0.00
	"28 - 364 days"	"05"	"Streptococcal meningitis"	"G00.2"	128	40445070	0.00
	"28 - 364 days"	"05"	"Staphylococcal meningitis"	"G00.3"	7	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other bacterial meningitis"	"G00.8"	31	40445070	0.00
	"28 - 364 days"	"05"	"Bacterial meningitis, unspecified"	"G00.9"	70	40445070	0.00
	"28 - 364 days"	"05"	"Nonpyogenic meningitis"	"G03.0"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Chronic meningitis"	"G03.1"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Meningitis, unspecified"	"G03.9"	119	40445070	0.00
	"28 - 364 days"	"05"	"Acute disseminated encephalitis"	"G04.0"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Bacterial meningoencephalitis and meningomyelitis, not elsewhere classified"	"G04.2"	8	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other encephalitis, myelitis and encephalomyelitis"	"G04.8"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Encephalitis, myelitis and encephalomyelitis, unspecified"	"G04.9"	43	40445070	0.00
	"28 - 364 days"	"05"	"Intracranial abscess and granuloma"	"G06.0"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Extradural and subdural abscess, unspecified"	"G06.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Intracranial and intraspinal phlebitis and thrombophlebitis"	"G08"	6	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Early-onset cerebellar ataxia"	"G11.1"	7	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]"	"G12.0"	52	40445070	0.00
	"28 - 364 days"	"05"	"Other inherited spinal muscular atrophy"	"G12.1"	10	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Motor neuron disease"	"G12.2"	6	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other spinal muscular atrophies and related syndromes"	"G12.8"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Spinal muscular atrophy, unspecified"	"G12.9"	614	40445070	0.02
	"28 - 364 days"	"05"	"Dystonia, unspecified"	"G24.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Myoclonus"	"G25.3"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified extrapyramidal and movement disorders"	"G25.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified degenerative diseases of nervous system"	"G31.8"	71	40445070	0.00
	"28 - 364 days"	"05"	"Degenerative disease of nervous system, unspecified"	"G31.9"	48	40445070	0.00
	"28 - 364 days"	"05"	"Central pontine myelinolysis"	"G37.2"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Demyelinating disease of central nervous system, unspecified"	"G37.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Localization-related (focal)(partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset"	"G40.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Localization-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures"	"G40.1"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Generalized idiopathic epilepsy and epileptic syndromes"	"G40.3"	6	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other generalized epilepsy and epileptic syndromes"	"G40.4"	41	40445070	0.00
	"28 - 364 days"	"05"	"Other epilepsy"	"G40.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Epilepsy, unspecified"	"G40.9"	55	40445070	0.00
	"28 - 364 days"	"05"	"Status epilepticus, unspecified"	"G41.9"	41	40445070	0.00
	"28 - 364 days"	"05"	"Sleep apnoea"	"G47.3"	21	40445070	0.00
	"28 - 364 days"	"05"	"Brachial plexus disorders"	"G54.0"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified mononeuropathies"	"G58.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Hereditary motor and sensory neuropathy"	"G60.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other inflammatory polyneuropathies"	"G61.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified polyneuropathies"	"G62.8"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Polyneuropathy, unspecified"	"G62.9"	6	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Myasthenia gravis"	"G70.0"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Congenital and developmental myasthenia"	"G70.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified myoneural disorders"	"G70.8"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Myoneural disorder, unspecified"	"G70.9"	78	40445070	0.00
	"28 - 364 days"	"05"	"Muscular dystrophy"	"G71.0"	20	40445070	0.00
	"28 - 364 days"	"05"	"Myotonic disorders"	"G71.1"	63	40445070	0.00
	"28 - 364 days"	"05"	"Congenital myopathies"	"G71.2"	111	40445070	0.00
	"28 - 364 days"	"05"	"Mitochondrial myopathy, not elsewhere classified"	"G71.3"	10	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Primary disorder of muscle, unspecified"	"G71.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified myopathies"	"G72.8"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Myopathy, unspecified"	"G72.9"	15	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other infantile cerebral palsy"	"G80.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Infantile cerebral palsy, unspecified"	"G80.9"	44	40445070	0.00
	"28 - 364 days"	"05"	"Hemiplegia, unspecified"	"G81.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Spastic tetraplegia"	"G82.4"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Tetraplegia, unspecified"	"G82.5"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Familial dysautonomia [Riley-Day]"	"G90.1"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other disorders of autonomic nervous system"	"G90.8"	6	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Communicating hydrocephalus"	"G91.0"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Obstructive hydrocephalus"	"G91.1"	11	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other hydrocephalus"	"G91.8"	28	40445070	0.00
	"28 - 364 days"	"05"	"Hydrocephalus, unspecified"	"G91.9"	135	40445070	0.00
	"28 - 364 days"	"05"	"Toxic encephalopathy"	"G92"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cerebral cysts"	"G93.0"	7	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	413	40445070	0.01
	"28 - 364 days"	"05"	"Benign intracranial hypertension"	"G93.2"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Encephalopathy, unspecified"	"G93.4"	108	40445070	0.00
	"28 - 364 days"	"05"	"Compression of brain"	"G93.5"	6	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cerebral oedema"	"G93.6"	36	40445070	0.00
	"28 - 364 days"	"05"	"Reye syndrome"	"G93.7"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified disorders of brain"	"G93.8"	60	40445070	0.00
	"28 - 364 days"	"05"	"Disorder of brain, unspecified"	"G93.9"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Syringomyelia and syringobulbia"	"G95.0"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Vascular myelopathies"	"G95.1"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cord compression, unspecified"	"G95.2"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified diseases of spinal cord"	"G95.8"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Disorders of meninges, not elsewhere classified"	"G96.1"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified disorders of central nervous system"	"G96.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Disorder of central nervous system, unspecified"	"G96.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other disorders of nervous system, not elsewhere classified"	"G98"	19	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pterygium"	"H11.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cataract, unspecified"	"H26.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other disorders of binocular vision"	"H53.3"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Nonsuppurative otitis media, unspecified"	"H65.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Otitis media, unspecified"	"H66.9"	26	40445070	0.00
	"28 - 364 days"	"05"	"Otalgia"	"H92.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Mitral stenosis"	"I05.0"	9	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Mitral stenosis with insufficiency"	"I05.2"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other mitral valve diseases"	"I05.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Mitral valve disease, unspecified"	"I05.9"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Tricuspid insufficiency"	"I07.1"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Disorders of both mitral and aortic valves"	"I08.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Multiple valve disease, unspecified"	"I08.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Essential (primary) hypertension"	"I10"	19	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Hypertensive renal disease with renal failure"	"I12.0"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Angina pectoris, unspecified"	"I20.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute transmural myocardial infarction of other sites"	"I21.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute myocardial infarction, unspecified"	"I21.9"	36	40445070	0.00
	"28 - 364 days"	"05"	"Other forms of acute ischaemic heart disease"	"I24.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute ischaemic heart disease, unspecified"	"I24.9"	9	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Atherosclerotic heart disease"	"I25.1"	12	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Ischaemic cardiomyopathy"	"I25.5"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other forms of chronic ischaemic heart disease"	"I25.8"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	11	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	11	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Primary pulmonary hypertension"	"I27.0"	34	40445070	0.00
	"28 - 364 days"	"05"	"Other secondary pulmonary hypertension"	"I27.2"	681	40445070	0.02
	"28 - 364 days"	"05"	"Pulmonary heart disease, unspecified"	"I27.9"	43	40445070	0.00
	"28 - 364 days"	"05"	"Aneurysm of pulmonary artery"	"I28.1"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified diseases of pulmonary vessels"	"I28.8"	64	40445070	0.00
	"28 - 364 days"	"05"	"Disease of pulmonary vessels, unspecified"	"I28.9"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Infective pericarditis"	"I30.1"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute pericarditis, unspecified"	"I30.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Haemopericardium, not elsewhere classified"	"I31.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pericardial effusion (noninflammatory)"	"I31.3"	8	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Disease of pericardium, unspecified"	"I31.9"	6	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute and subacute infective endocarditis"	"I33.0"	9	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute endocarditis, unspecified"	"I33.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Mitral (valve) insufficiency"	"I34.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Nonrheumatic mitral valve disorder, unspecified"	"I34.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Aortic (valve) stenosis"	"I35.0"	10	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Aortic valve disorder, unspecified"	"I35.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pulmonary valve stenosis"	"I37.0"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Endocarditis, valve unspecified"	"I38"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Infective myocarditis"	"I40.0"	77	40445070	0.00
	"28 - 364 days"	"05"	"Isolated myocarditis"	"I40.1"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other acute myocarditis"	"I40.8"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute myocarditis, unspecified"	"I40.9"	27	40445070	0.00
	"28 - 364 days"	"05"	"Dilated cardiomyopathy"	"I42.0"	111	40445070	0.00
	"28 - 364 days"	"05"	"Obstructive hypertrophic cardiomyopathy"	"I42.1"	7	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other hypertrophic cardiomyopathy"	"I42.2"	201	40445070	0.00
	"28 - 364 days"	"05"	"Endocardial fibroelastosis"	"I42.4"	145	40445070	0.00
	"28 - 364 days"	"05"	"Other restrictive cardiomyopathy"	"I42.5"	18	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other cardiomyopathies"	"I42.8"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cardiomyopathy, unspecified"	"I42.9"	167	40445070	0.00
	"28 - 364 days"	"05"	"Atrioventricular block, complete"	"I44.2"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other and unspecified atrioventricular block"	"I44.3"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pre-excitation syndrome"	"I45.6"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified conduction disorders"	"I45.8"	12	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Conduction disorder, unspecified"	"I45.9"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Sudden cardiac death, so described"	"I46.1"	7	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cardiac arrest, unspecified"	"I46.9"	176	40445070	0.00
	"28 - 364 days"	"05"	"Supraventricular tachycardia"	"I47.1"	15	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Ventricular tachycardia"	"I47.2"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Atrial fibrillation and flutter"	"I48"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Ventricular fibrillation and flutter"	"I49.0"	7	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Atrial premature depolarization"	"I49.1"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Ventricular premature depolarization"	"I49.3"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other and unspecified premature depolarization"	"I49.4"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other specified cardiac arrhythmias"	"I49.8"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cardiac arrhythmia, unspecified"	"I49.9"	98	40445070	0.00
	"28 - 364 days"	"05"	"Congestive heart failure"	"I50.0"	78	40445070	0.00
	"28 - 364 days"	"05"	"Left ventricular failure"	"I50.1"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Heart failure, unspecified"	"I50.9"	88	40445070	0.00
	"28 - 364 days"	"05"	"Cardiac septal defect, acquired"	"I51.0"	8	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Myocarditis, unspecified"	"I51.4"	205	40445070	0.01
	"28 - 364 days"	"05"	"Myocardial degeneration"	"I51.5"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cardiovascular disease, unspecified"	"I51.6"	7	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cardiomegaly"	"I51.7"	67	40445070	0.00
	"28 - 364 days"	"05"	"Other ill-defined heart diseases"	"I51.8"	26	40445070	0.00
	"28 - 364 days"	"05"	"Heart disease, unspecified"	"I51.9"	52	40445070	0.00
	"28 - 364 days"	"05"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other subarachnoid haemorrhage"	"I60.8"	9	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	15	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Intracerebral haemorrhage in brain stem"	"I61.3"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	264	40445070	0.01
	"28 - 364 days"	"05"	"Intracerebral haemorrhage, unspecified"	"I61.9"	40	40445070	0.00
	"28 - 364 days"	"05"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	20	40445070	0.00
	"28 - 364 days"	"05"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	81	40445070	0.00
	"28 - 364 days"	"05"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other cerebral infarction"	"I63.8"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Cerebral infarction, unspecified"	"I63.9"	38	40445070	0.00
	"28 - 364 days"	"05"	"Stroke, not specified as haemorrhage or infarction"	"I64"	27	40445070	0.00
	"28 - 364 days"	"05"	"Other specified cerebrovascular diseases"	"I67.8"	537	40445070	0.01
	"28 - 364 days"	"05"	"Cerebrovascular disease, unspecified"	"I67.9"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Atherosclerosis of arteries of extremities"	"I70.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Generalized and unspecified atherosclerosis"	"I70.9"	9	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Aneurysm of iliac artery"	"I72.3"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Aneurysm of other specified arteries"	"I72.8"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Peripheral vascular disease, unspecified"	"I73.9"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Embolism and thrombosis of abdominal aorta"	"I74.0"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Embolism and thrombosis of other and unspecified parts of aorta"	"I74.1"	7	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Embolism and thrombosis of unspecified artery"	"I74.9"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Arteriovenous fistula, acquired"	"I77.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Rupture of artery"	"I77.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Arterial fibromuscular dysplasia"	"I77.3"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Arteritis, unspecified"	"I77.6"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Disorder of arteries and arterioles, unspecified"	"I77.9"	7	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other diseases of capillaries"	"I78.8"	38	40445070	0.00
	"28 - 364 days"	"05"	"Disease of capillaries, unspecified"	"I78.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Portal vein thrombosis"	"I81"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Budd-Chiari syndrome"	"I82.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Embolism and thrombosis of vena cava"	"I82.2"	9	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Embolism and thrombosis of renal vein"	"I82.3"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Embolism and thrombosis of unspecified vein"	"I82.9"	7	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Oesophageal varices with bleeding"	"I85.0"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Oesophageal varices without bleeding"	"I85.9"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Gastric varices"	"I86.4"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Compression of vein"	"I87.1"	16	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Disorder of vein, unspecified"	"I87.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Lymphoedema, not elsewhere classified"	"I89.0"	52	40445070	0.00
	"28 - 364 days"	"05"	"Other specified noninfective disorders of lymphatic vessels and lymph nodes"	"I89.8"	92	40445070	0.00
	"28 - 364 days"	"05"	"Noninfective disorder of lymphatic vessels and lymph nodes, unspecified"	"I89.9"	2	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Hypotension, unspecified"	"I95.9"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other and unspecified disorders of circulatory system"	"I99"	12	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute nasopharyngitis [common cold]"	"J00"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Streptococcal pharyngitis"	"J02.0"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute pharyngitis due to other specified organisms"	"J02.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute pharyngitis, unspecified"	"J02.9"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute laryngitis"	"J04.0"	7	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute tracheitis"	"J04.1"	38	40445070	0.00
	"28 - 364 days"	"05"	"Acute laryngotracheitis"	"J04.2"	13	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute obstructive laryngitis [croup]"	"J05.0"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute epiglottitis"	"J05.1"	6	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Acute upper respiratory infection, unspecified"	"J06.9"	49	40445070	0.00
	"28 - 364 days"	"05"	"Influenza due to identified avian influenza virus"	"J09"	26	40445070	0.00
	"28 - 364 days"	"05"	"Influenza with pneumonia, influenza virus identified"	"J10.0"	21	40445070	0.00
	"28 - 364 days"	"05"	"Influenza with other respiratory manifestations, influenza virus identified"	"J10.1"	46	40445070	0.00
	"28 - 364 days"	"05"	"Influenza with other manifestations, influenza virus identified"	"J10.8"	1	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Influenza with pneumonia, virus not identified"	"J11.0"	33	40445070	0.00
	"28 - 364 days"	"05"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	63	40445070	0.00
	"28 - 364 days"	"05"	"Influenza with other manifestations, virus not identified"	"J11.8"	4	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Adenoviral pneumonia"	"J12.0"	30	40445070	0.00
	"28 - 364 days"	"05"	"Respiratory syncytial virus pneumonia"	"J12.1"	65	40445070	0.00
	"28 - 364 days"	"05"	"Parainfluenza virus pneumonia"	"J12.2"	5	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Human metapneumovirus pneumonia"	"J12.3"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Other viral pneumonia"	"J12.8"	10	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Viral pneumonia, unspecified"	"J12.9"	201	40445070	0.00
	"28 - 364 days"	"05"	"Pneumonia due to Streptococcus pneumoniae"	"J13"	22	40445070	0.00
	"28 - 364 days"	"05"	"Pneumonia due to Haemophilus influenzae"	"J14"	28	40445070	0.00
	"28 - 364 days"	"05"	"Pneumonia due to Klebsiella pneumoniae"	"J15.0"	28	40445070	0.00
	"28 - 364 days"	"05"	"Pneumonia due to Pseudomonas"	"J15.1"	18	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pneumonia due to staphylococcus"	"J15.2"	38	40445070	0.00
	"28 - 364 days"	"05"	"Pneumonia due to streptococcus, group B"	"J15.3"	3	40445070	0.00 (Unreliable)
	"28 - 364 days"	"05"	"Pneumonia due to other streptococci"	"J15.4"	18	40445070	0.00 (Unreliable)
