"Notes"	"Hispanic Origin"	"Hispanic Origin Code"	"Cause of death"	"Cause of death Code"	Deaths	Births	Death Rate
	"Non-Hispanic Black"	"7"	"Double outlet left ventricle"	"Q20.2"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Discordant ventriculoarterial connection"	"Q20.3"	4	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Double inlet ventricle"	"Q20.4"	3	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Ventricular septal defect"	"Q21.0"	7	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Atrial septal defect"	"Q21.1"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Atrioventricular septal defect"	"Q21.2"	10	583786	0.02 (Unreliable)
	"Non-Hispanic Black"	"7"	"Tetralogy of Fallot"	"Q21.3"	10	583786	0.02 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other congenital malformations of cardiac septa"	"Q21.8"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital pulmonary valve stenosis"	"Q22.1"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital tricuspid stenosis"	"Q22.4"	5	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Ebstein anomaly"	"Q22.5"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Hypoplastic right heart syndrome"	"Q22.6"	3	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other congenital malformations of tricuspid valve"	"Q22.8"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital malformation of tricuspid valve, unspecified"	"Q22.9"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital insufficiency of aortic valve"	"Q23.1"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Hypoplastic left heart syndrome"	"Q23.4"	43	583786	0.07
	"Non-Hispanic Black"	"7"	"Malformation of coronary vessels"	"Q24.5"	6	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital heart block"	"Q24.6"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other specified congenital malformations of heart"	"Q24.8"	3	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital malformation of heart, unspecified"	"Q24.9"	97	583786	0.17
	"Non-Hispanic Black"	"7"	"Patent ductus arteriosus"	"Q25.0"	7	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Coarctation of aorta"	"Q25.1"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other congenital malformations of aorta"	"Q25.4"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Atresia of pulmonary artery"	"Q25.5"	8	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Stenosis of pulmonary artery"	"Q25.6"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other congenital malformations of pulmonary artery"	"Q25.7"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Total anomalous pulmonary venous connection"	"Q26.2"	5	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Partial anomalous pulmonary venous connection"	"Q26.3"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other congenital malformations of great veins"	"Q26.8"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Peripheral arteriovenous malformation"	"Q27.3"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital malformation of peripheral vascular system, unspecified"	"Q27.9"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other malformations of cerebral vessels"	"Q28.3"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital laryngomalacia"	"Q31.5"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other congenital malformations of larynx"	"Q31.8"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital tracheomalacia"	"Q32.0"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other congenital malformations of trachea"	"Q32.1"	4	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital bronchomalacia"	"Q32.2"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Hypoplasia and dysplasia of lung"	"Q33.6"	73	583786	0.13
	"Non-Hispanic Black"	"7"	"Other congenital malformations of lung"	"Q33.8"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital malformation of lung, unspecified"	"Q33.9"	4	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other specified congenital malformations of respiratory system"	"Q34.8"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other congenital malformations of tongue"	"Q38.3"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital absence, atresia and stenosis of ileum"	"Q41.2"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital absence, atresia and stenosis of anus without fistula"	"Q42.3"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Hirschsprung disease"	"Q43.1"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital malformations of intestinal fixation"	"Q43.3"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Atresia of bile ducts"	"Q44.2"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Indeterminate sex, unspecified"	"Q56.4"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Renal agenesis, unilateral"	"Q60.0"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Renal agenesis, bilateral"	"Q60.1"	8	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Renal agenesis, unspecified"	"Q60.2"	15	583786	0.03 (Unreliable)
	"Non-Hispanic Black"	"7"	"Potter syndrome"	"Q60.6"	9	583786	0.02 (Unreliable)
	"Non-Hispanic Black"	"7"	"Polycystic kidney, infantile type"	"Q61.1"	3	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Polycystic kidney, unspecified"	"Q61.3"	24	583786	0.04
	"Non-Hispanic Black"	"7"	"Renal dysplasia"	"Q61.4"	13	583786	0.02 (Unreliable)
	"Non-Hispanic Black"	"7"	"Cystic kidney disease, unspecified"	"Q61.9"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital hydronephrosis"	"Q62.0"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital malformation of kidney, unspecified"	"Q63.9"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital posterior urethral valves"	"Q64.2"	4	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other atresia and stenosis of urethra and bladder neck"	"Q64.3"	10	583786	0.02 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other specified congenital malformations of urinary system"	"Q64.8"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other congenital deformities of chest"	"Q67.8"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Arthrogryposis multiplex congenita"	"Q74.3"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Mandibulofacial dysostosis"	"Q75.4"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other congenital malformations of spine, not associated with scoliosis"	"Q76.4"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Thanatophoric short stature"	"Q77.1"	13	583786	0.02 (Unreliable)
	"Non-Hispanic Black"	"7"	"Short rib syndrome"	"Q77.2"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Osteogenesis imperfecta"	"Q78.0"	7	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Osteochondrodysplasia, unspecified"	"Q78.9"	11	583786	0.02 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital diaphragmatic hernia"	"Q79.0"	41	583786	0.07
	"Non-Hispanic Black"	"7"	"Exomphalos"	"Q79.2"	7	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Gastroschisis"	"Q79.3"	9	583786	0.02 (Unreliable)
	"Non-Hispanic Black"	"7"	"Prune belly syndrome"	"Q79.4"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other congenital malformations of abdominal wall"	"Q79.5"	3	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other congenital malformations of musculoskeletal system"	"Q79.8"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital malformation of musculoskeletal system, unspecified"	"Q79.9"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other epidermolysis bullosa"	"Q81.8"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Epidermolysis bullosa, unspecified"	"Q81.9"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other specified congenital malformations of skin"	"Q82.8"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other congenital malformation syndromes due to known exogenous causes"	"Q86.8"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital malformation syndromes predominantly affecting facial appearance"	"Q87.0"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital malformation syndromes predominantly associated with short stature"	"Q87.1"	6	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital malformation syndromes predominantly involving limbs"	"Q87.2"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other specified congenital malformation syndromes, not elsewhere classified"	"Q87.8"	5	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital malformations of spleen"	"Q89.0"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Situs inversus"	"Q89.3"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Conjoined twins"	"Q89.4"	4	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	36	583786	0.06
	"Non-Hispanic Black"	"7"	"Other specified congenital malformations"	"Q89.8"	4	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Congenital malformation, unspecified"	"Q89.9"	30	583786	0.05
	"Non-Hispanic Black"	"7"	"Trisomy 21, translocation"	"Q90.2"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Down syndrome, unspecified"	"Q90.9"	12	583786	0.02 (Unreliable)
	"Non-Hispanic Black"	"7"	"Edwards syndrome, unspecified"	"Q91.3"	80	583786	0.14
	"Non-Hispanic Black"	"7"	"Patau syndrome, unspecified"	"Q91.7"	42	583786	0.07
	"Non-Hispanic Black"	"7"	"Triploidy and polyploidy"	"Q92.7"	4	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other specified trisomies and partial trisomies of autosomes"	"Q92.8"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Trisomy and partial trisomy of autosomes, unspecified"	"Q92.9"	3	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Deletion of short arm of chromosome 4"	"Q93.3"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Deletion of short arm of chromosome 5"	"Q93.4"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other deletions of part of a chromosome"	"Q93.5"	3	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other deletions from the autosomes"	"Q93.8"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Balanced rearrangement and structural marker, unspecified"	"Q95.9"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Turner syndrome, unspecified"	"Q96.9"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Chromosomal abnormality, unspecified"	"Q99.9"	4	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other and unspecified abnormalities of breathing"	"R06.8"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Asphyxia"	"R09.0"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Hepatomegaly, not elsewhere classified"	"R16.0"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other and unspecified lack of coordination"	"R27.8"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Coma, unspecified"	"R40.2"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Malaise and fatigue"	"R53"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other and unspecified convulsions"	"R56.8"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Sudden infant death syndrome - SIDS"	"R95"	448	583786	0.77
	"Non-Hispanic Black"	"7"	"Unattended death"	"R98"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other ill-defined and unspecified causes of mortality"	"R99"	375	583786	0.64
	"Non-Hispanic Black"	"7"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	3	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles"	"V09.0"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	3	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Car occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"	"V44.6"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Car occupant injured in collision with fixed or stationary object, passenger injured in traffic accident"	"V47.6"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident"	"V48.9"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Car occupant [any] injured in unspecified traffic accident"	"V49.9"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Person injured in collision between car and heavy transport vehicle (traffic)"	"V87.4"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	3	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11	583786	0.02 (Unreliable)
	"Non-Hispanic Black"	"7"	"Fall involving bed"	"W06"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Fall from, out of or through building or structure"	"W13"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Struck by thrown, projected or falling object"	"W20"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Foreign body entering into or through eye or natural orifice"	"W44"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Drowning and submersion while in bath-tub"	"W65"	8	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Unspecified drowning and submersion"	"W74"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Accidental suffocation and strangulation in bed"	"W75"	292	583786	0.50
	"Non-Hispanic Black"	"7"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	3	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other specified threats to breathing"	"W83"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Unspecified threat to breathing"	"W84"	34	583786	0.06
	"Non-Hispanic Black"	"7"	"Exposure to uncontrolled fire in building or structure"	"X00"	5	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Exposure to excessive natural heat"	"X30"	3	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	3	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Assault by drugs, medicaments and biological substances"	"X85"	4	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Assault by other specified chemicals and noxious substances"	"X89"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Assault by hanging, strangulation and suffocation"	"X91"	3	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Assault by drowning and submersion"	"X92"	5	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Assault by other and unspecified firearm discharge"	"X95"	7	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Assault by smoke, fire and flames"	"X97"	4	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Assault by sharp object"	"X99"	3	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"By unspecified person"	"Y06.9"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"By parent"	"Y07.1"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"By unspecified person"	"Y07.9"	14	583786	0.02 (Unreliable)
	"Non-Hispanic Black"	"7"	"Assault by other specified means"	"Y08"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Assault by unspecified means"	"Y09"	38	583786	0.07
	"Non-Hispanic Black"	"7"	"Hanging, strangulation and suffocation, undetermined intent"	"Y20"	10	583786	0.02 (Unreliable)
	"Non-Hispanic Black"	"7"	"Drowning and submersion, undetermined intent"	"Y21"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Exposure to smoke, fire and flames, undetermined intent"	"Y26"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other specified events, undetermined intent"	"Y33"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Unspecified event, undetermined intent"	"Y34"	7	583786	0.01 (Unreliable)
	"Non-Hispanic Black"	"7"	"Surgical operation with anastomosis, bypass or graft"	"Y83.2"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Surgical operation with formation of external stoma"	"Y83.3"	2	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Surgical procedure, unspecified"	"Y83.9"	1	583786	0.00 (Unreliable)
	"Non-Hispanic Black"	"7"	"Other medical procedures"	"Y84.8"	1	583786	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Acute gastroenteropathy due to Norwalk agent"	"A08.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	9	313296	0.03 (Unreliable)
	"Non-Hispanic other races"	"8"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Primary respiratory tuberculosis without mention of bacteriological or histological confirmation"	"A16.7"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Whooping cough, unspecified"	"A37.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Septicaemia due to streptococcus, group D"	"A40.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Streptococcal septicaemia, unspecified"	"A40.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified septicaemia"	"A41.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Septicaemia, unspecified"	"A41.9"	6	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Bacterial infection, unspecified"	"A49.9"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Unspecified viral encephalitis"	"A86"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Herpesviral encephalitis"	"B00.4"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Disseminated herpesviral disease"	"B00.7"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Cytomegaloviral pneumonitis"	"B25.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Cytomegaloviral disease, unspecified"	"B25.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Adenovirus infection, unspecified"	"B34.0"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other viral infections of unspecified site"	"B34.8"	6	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Malignant neoplasm without specification of site"	"C80"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Acute megakaryoblastic leukaemia - Malignant neoplasms"	"C94.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Lymphangioma, any site - Benign neoplasms"	"D18.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified sites - Uncertain neoplasms"	"D48.7"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Alpha thalassaemia"	"D56.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other haemoglobinopathies"	"D58.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Hereditary haemolytic anaemia, unspecified"	"D58.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Idiopathic thrombocytopenic purpura"	"D69.3"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Haemophagocytic lymphohistiocytosis"	"D76.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Combined immunodeficiency, unspecified"	"D81.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Di George syndrome"	"D82.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Hypopituitarism"	"E23.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other disorders of branched-chain amino-acid metabolism"	"E71.1"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Disorders of fatty-acid metabolism"	"E71.3"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other sphingolipidosis"	"E75.2"	4	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other disorders of glycoprotein metabolism"	"E77.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Acidosis"	"E87.2"	5	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Disorders of plasma-protein metabolism, not elsewhere classified"	"E88.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified metabolic disorders"	"E88.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Metabolic disorder, unspecified"	"E88.9"	5	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Rett syndrome"	"F84.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Streptococcal meningitis"	"G00.2"	6	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other bacterial meningitis"	"G00.8"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Bacterial meningitis, unspecified"	"G00.9"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Spinal muscular atrophy, unspecified"	"G12.9"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Congenital myopathies"	"G71.2"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Encephalopathy, unspecified"	"G93.4"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other secondary pulmonary hypertension"	"I27.2"	6	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Pulmonary heart disease, unspecified"	"I27.9"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Infective myocarditis"	"I40.0"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Dilated cardiomyopathy"	"I42.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Endocardial fibroelastosis"	"I42.4"	3	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Cardiomyopathy, unspecified"	"I42.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other ill-defined heart diseases"	"I51.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Heart disease, unspecified"	"I51.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Intracerebral haemorrhage, unspecified"	"I61.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified cerebrovascular diseases"	"I67.8"	6	313296	0.02 (Unreliable)
	"Non-Hispanic other races"	"8"	"Generalized and unspecified atherosclerosis"	"I70.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified noninfective disorders of lymphatic vessels and lymph nodes"	"I89.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other viral pneumonia"	"J12.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Pneumonia due to Haemophilus influenzae"	"J14"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Bronchopneumonia, unspecified"	"J18.0"	4	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Pneumonia, unspecified"	"J18.9"	2	313296	0.01 (Unreliable)
	"Non-Hispanic other races"	"8"	"Acute bronchitis due to other specified organisms"	"J20.8"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Acute bronchiolitis due to respiratory syncytial virus"	"J21.0"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Acute bronchiolitis, unspecified"	"J21.9"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Unspecified acute lower respiratory infection"	"J22"	1	313296	0.00 (Unreliable)
	"Non-Hispanic other races"	"8"	"Other specified diseases of upper respiratory tract"	"J39.8"	1	313296	0.00 (Unreliable)
