LocationType,Location,Race,TimeFrame,DataFormat,Data
State,Tennessee,Non-Hispanic White,2011,Percent,0.079
State,Tennessee,Total,2011,Percent,0.09
State,Tennessee,Total,2012,Number,7377
State,Tennessee,Non-Hispanic White,2012,Number,4434
State,Tennessee,Hispanic or Latino,2012,Number,437
State,Tennessee,Black or African American,2012,Number,2386
State,Tennessee,Asian and Pacific Islander,2012,Number,186
State,Tennessee,American Indian,2012,Number,18
State,Tennessee,Total,2014,Number,7297
State,Tennessee,Non-Hispanic White,2014,Number,4344
State,Tennessee,Hispanic or Latino,2014,Number,428
State,Tennessee,Black or African American,2014,Number,2404
State,Tennessee,Asian and Pacific Islander,2014,Number,163
State,Tennessee,American Indian,2014,Number,15
State,Tennessee,American Indian,2010,Number,15
State,Tennessee,Total,2010,Number,7179
State,Tennessee,Non-Hispanic White,2010,Number,4302
State,Tennessee,Hispanic or Latino,2010,Number,444
State,Tennessee,Black or African American,2010,Number,2363
State,Tennessee,Asian and Pacific Islander,2010,Number,127
State,Tennessee,American Indian,2010,Percent,S
State,Tennessee,Asian and Pacific Islander,2010,Percent,0.069
State,Tennessee,Black or African American,2010,Percent,0.135
State,Tennessee,Hispanic or Latino,2010,Percent,0.062
State,Tennessee,Non-Hispanic White,2010,Percent,0.08
State,Tennessee,Total,2010,Percent,0.09
State,Tennessee,American Indian,2015,Number,20
State,Tennessee,Asian and Pacific Islander,2015,Number,181
State,Tennessee,Black or African American,2015,Number,2498
State,Tennessee,Hispanic or Latino,2015,Number,490
State,Tennessee,Non-Hispanic White,2015,Number,4312
State,Tennessee,Total,2015,Number,7460
State,Tennessee,American Indian,2015,Percent,0.096
State,Tennessee,Asian and Pacific Islander,2015,Percent,0.085
State,Tennessee,Black or African American,2015,Percent,0.143
State,Tennessee,Hispanic or Latino,2015,Percent,0.068
State,Tennessee,Non-Hispanic White,2015,Percent,0.078
State,Tennessee,Total,2015,Percent,0.092
State,Tennessee,Total,2009,Number,7539
State,Tennessee,Non-Hispanic White,2009,Number,4474
State,Tennessee,Hispanic or Latino,2009,Number,479
State,Tennessee,Black or African American,2009,Number,2473
State,Tennessee,Asian and Pacific Islander,2009,Number,185
State,Tennessee,American Indian,2009,Number,24
State,Tennessee,American Indian,2009,Percent,0.075
State,Tennessee,Asian and Pacific Islander,2009,Percent,0.088
State,Tennessee,Black or African American,2009,Percent,0.134
State,Tennessee,Hispanic or Latino,2009,Percent,0.064
State,Tennessee,Non-Hispanic White,2009,Percent,0.081
State,Tennessee,Total,2009,Percent,0.092
State,Tennessee,American Indian,2013,Number,20
State,Tennessee,Total,2013,Number,7307
State,Tennessee,Non-Hispanic White,2013,Number,4304
State,Tennessee,Hispanic or Latino,2013,Number,474
State,Tennessee,Black or African American,2013,Number,2432
State,Tennessee,Asian and Pacific Islander,2013,Number,173
State,Tennessee,American Indian,2013,Percent,0.087
State,Tennessee,Asian and Pacific Islander,2013,Percent,0.083
State,Tennessee,Black or African American,2013,Percent,0.136
State,Tennessee,Hispanic or Latino,2013,Percent,0.069
State,Tennessee,Non-Hispanic White,2013,Percent,0.079
State,Tennessee,Total,2013,Percent,0.091
State,Tennessee,American Indian,2008,Number,19
State,Tennessee,Total,2008,Number,7853
State,Tennessee,Non-Hispanic White,2008,Number,4685
State,Tennessee,Hispanic or Latino,2008,Number,491
State,Tennessee,Black or African American,2008,Number,2576
State,Tennessee,Asian and Pacific Islander,2008,Number,156
State,Tennessee,American Indian,2008,Percent,S
State,Tennessee,Asian and Pacific Islander,2008,Percent,0.083
State,Tennessee,Black or African American,2008,Percent,0.136
State,Tennessee,Hispanic or Latino,2008,Percent,0.062
State,Tennessee,Non-Hispanic White,2008,Percent,0.081
State,Tennessee,Total,2008,Percent,0.092
State,Tennessee,American Indian,2007,Percent,0.055
State,Tennessee,Asian and Pacific Islander,2007,Percent,0.083
State,Tennessee,Black or African American,2007,Percent,0.142
State,Tennessee,Hispanic or Latino,2007,Percent,0.063
State,Tennessee,Non-Hispanic White,2007,Percent,0.083
State,Tennessee,Total,2007,Percent,0.094
State,Tennessee,Total,2007,Number,8181
State,Tennessee,Non-Hispanic White,2007,Number,4887
State,Tennessee,Hispanic or Latino,2007,Number,528
State,Tennessee,Black or African American,2007,Number,2668
State,Tennessee,Asian and Pacific Islander,2007,Number,181
State,Tennessee,American Indian,2007,Number,22
State,Tennessee,Total,2006,Number,8108
State,Tennessee,Non-Hispanic White,2006,Number,4823
State,Tennessee,Hispanic or Latino,2006,Number,526
State,Tennessee,Black or African American,2006,Number,2638
State,Tennessee,Asian and Pacific Islander,2006,Number,174
State,Tennessee,American Indian,2006,Number,22
State,Tennessee,Non-Hispanic White,2005,Number,4726
State,Tennessee,Hispanic or Latino,2005,Number,423
State,Tennessee,Black or African American,2005,Number,2586
State,Tennessee,Asian and Pacific Islander,2005,Number,131
State,Tennessee,American Indian,2005,Number,10
State,Tennessee,Total,2005,Number,7748
State,Tennessee,American Indian,2005,Percent,S
State,Tennessee,Asian and Pacific Islander,2005,Percent,0.077
State,Tennessee,Black or African American,2005,Percent,0.141
State,Tennessee,Hispanic or Latino,2005,Percent,0.061
State,Tennessee,Non-Hispanic White,2005,Percent,0.084
State,Tennessee,Total,2005,Percent,0.095
State,Tennessee,American Indian,2006,Percent,0.081
State,Tennessee,Asian and Pacific Islander,2006,Percent,0.086
State,Tennessee,Black or African American,2006,Percent,0.144
State,Tennessee,Hispanic or Latino,2006,Percent,0.066
State,Tennessee,Non-Hispanic White,2006,Percent,0.084
State,Tennessee,Total,2006,Percent,0.096
State,Tennessee,American Indian,2004,Number,S
State,Tennessee,Total,2004,Number,7273
State,Tennessee,Non-Hispanic White,2004,Number,4635
State,Tennessee,Hispanic or Latino,2004,Number,346
State,Tennessee,Black or African American,2004,Number,2253
State,Tennessee,Asian and Pacific Islander,2004,Number,138
State,Tennessee,American Indian,2004,Percent,S
State,Tennessee,Asian and Pacific Islander,2004,Percent,0.083
State,Tennessee,Black or African American,2004,Percent,0.129
State,Tennessee,Hispanic or Latino,2004,Percent,0.059
State,Tennessee,Non-Hispanic White,2004,Percent,0.082
State,Tennessee,Total,2004,Percent,0.092
State,Tennessee,American Indian,2003,Percent,N.A.
State,Tennessee,Asian and Pacific Islander,2003,Percent,N.A.
State,Tennessee,Black or African American,2003,Percent,N.A.
State,Tennessee,Hispanic or Latino,2003,Percent,N.A.
State,Tennessee,Non-Hispanic White,2003,Percent,N.A.
State,Tennessee,Total,2003,Percent,0.094
State,Tennessee,American Indian,2001,Percent,N.A.
State,Tennessee,Asian and Pacific Islander,2001,Percent,N.A.
State,Tennessee,Black or African American,2001,Percent,N.A.
State,Tennessee,Hispanic or Latino,2001,Percent,N.A.
State,Tennessee,Non-Hispanic White,2001,Percent,N.A.
State,Tennessee,Total,2001,Percent,0.092
State,Tennessee,American Indian,2002,Percent,N.A.
State,Tennessee,Asian and Pacific Islander,2002,Percent,N.A.
State,Tennessee,Black or African American,2002,Percent,N.A.
State,Tennessee,Hispanic or Latino,2002,Percent,N.A.
State,Tennessee,Non-Hispanic White,2002,Percent,N.A.
State,Tennessee,Total,2002,Percent,0.092
State,Tennessee,American Indian,1999,Percent,N.A.
State,Tennessee,Asian and Pacific Islander,1999,Percent,N.A.
State,Tennessee,Black or African American,1999,Percent,N.A.
State,Tennessee,Hispanic or Latino,1999,Percent,N.A.
State,Tennessee,Non-Hispanic White,1999,Percent,N.A.
State,Tennessee,Total,1999,Percent,0.092
State,Tennessee,American Indian,2000,Percent,N.A.
State,Tennessee,Asian and Pacific Islander,2000,Percent,N.A.
State,Tennessee,Black or African American,2000,Percent,N.A.
State,Tennessee,Hispanic or Latino,2000,Percent,N.A.
State,Tennessee,Non-Hispanic White,2000,Percent,N.A.
State,Tennessee,Total,2000,Percent,0.092
State,Texas,American Indian,2000,Percent,N.A.
State,Texas,Asian and Pacific Islander,2000,Percent,N.A.
State,Texas,Black or African American,2000,Percent,N.A.
State,Texas,Hispanic or Latino,2000,Percent,N.A.
State,Texas,Non-Hispanic White,2000,Percent,N.A.
State,Texas,Total,2000,Percent,0.074
State,Texas,American Indian,1999,Percent,N.A.
State,Texas,Asian and Pacific Islander,1999,Percent,N.A.
State,Texas,Black or African American,1999,Percent,N.A.
State,Texas,Hispanic or Latino,1999,Percent,N.A.
State,Texas,Non-Hispanic White,1999,Percent,N.A.
State,Texas,Total,1999,Percent,0.074
State,Texas,American Indian,2002,Percent,N.A.
State,Texas,Asian and Pacific Islander,2002,Percent,N.A.
State,Texas,Black or African American,2002,Percent,N.A.
State,Texas,Hispanic or Latino,2002,Percent,N.A.
State,Texas,Non-Hispanic White,2002,Percent,N.A.
State,Texas,Total,2002,Percent,0.077
State,Texas,American Indian,2001,Percent,N.A.
State,Texas,Asian and Pacific Islander,2001,Percent,N.A.
State,Texas,Black or African American,2001,Percent,N.A.
State,Texas,Hispanic or Latino,2001,Percent,N.A.
State,Texas,Non-Hispanic White,2001,Percent,N.A.
State,Texas,Total,2001,Percent,0.076
State,Texas,American Indian,2003,Percent,N.A.
State,Texas,Asian and Pacific Islander,2003,Percent,N.A.
State,Texas,Black or African American,2003,Percent,N.A.
State,Texas,Hispanic or Latino,2003,Percent,N.A.
State,Texas,Non-Hispanic White,2003,Percent,N.A.
State,Texas,Total,2003,Percent,0.079
State,Texas,American Indian,2004,Percent,0.094
State,Texas,Asian and Pacific Islander,2004,Percent,0.085
State,Texas,Black or African American,2004,Percent,0.138
State,Texas,Hispanic or Latino,2004,Percent,0.072
State,Texas,Non-Hispanic White,2004,Percent,0.074
State,Texas,Total,2004,Percent,0.08
State,Texas,Non-Hispanic White,2004,Number,10021
State,Texas,Hispanic or Latino,2004,Number,13509
State,Texas,Black or African American,2004,Number,5848
State,Texas,Asian and Pacific Islander,2004,Number,1145
State,Texas,American Indian,2004,Number,81
State,Texas,Total,2004,Number,30621
State,Texas,American Indian,2006,Percent,0.098
State,Texas,Asian and Pacific Islander,2006,Percent,0.089
State,Texas,Black or African American,2006,Percent,0.139
State,Texas,Hispanic or Latino,2006,Percent,0.076
State,Texas,Non-Hispanic White,2006,Percent,0.076
State,Texas,Total,2006,Percent,0.084
State,Texas,American Indian,2005,Percent,0.059
State,Texas,Asian and Pacific Islander,2005,Percent,0.084
State,Texas,Black or African American,2005,Percent,0.139
State,Texas,Hispanic or Latino,2005,Percent,0.075
State,Texas,Non-Hispanic White,2005,Percent,0.077
State,Texas,Total,2005,Percent,0.083
State,Texas,American Indian,2005,Number,53
State,Texas,Total,2005,Number,31956
State,Texas,Non-Hispanic White,2005,Number,10507
State,Texas,Hispanic or Latino,2005,Number,14265
State,Texas,Black or African American,2005,Number,6118
State,Texas,Asian and Pacific Islander,2005,Number,1148
State,Texas,Total,2006,Number,33727
State,Texas,Non-Hispanic White,2006,Number,10681
State,Texas,Hispanic or Latino,2006,Number,15139
State,Texas,Black or African American,2006,Number,6812
State,Texas,Asian and Pacific Islander,2006,Number,1307
State,Texas,American Indian,2006,Number,111
State,Texas,Total,2007,Number,34218
State,Texas,Non-Hispanic White,2007,Number,10750
State,Texas,Hispanic or Latino,2007,Number,15373
State,Texas,Black or African American,2007,Number,6991
State,Texas,Asian and Pacific Islander,2007,Number,1412
State,Texas,American Indian,2007,Number,90
State,Texas,American Indian,2007,Percent,0.083
State,Texas,Asian and Pacific Islander,2007,Percent,0.087
State,Texas,Black or African American,2007,Percent,0.141
State,Texas,Hispanic or Latino,2007,Percent,0.075
State,Texas,Non-Hispanic White,2007,Percent,0.077
State,Texas,Total,2007,Percent,0.084
State,Texas,American Indian,2008,Percent,0.07
State,Texas,Asian and Pacific Islander,2008,Percent,0.092
State,Texas,Black or African American,2008,Percent,0.137
State,Texas,Hispanic or Latino,2008,Percent,0.076
State,Texas,Non-Hispanic White,2008,Percent,0.077
State,Texas,Total,2008,Percent,0.084
State,Texas,Non-Hispanic White,2008,Number,10701
State,Texas,Hispanic or Latino,2008,Number,15499
State,Texas,Black or African American,2008,Number,6767
State,Texas,Asian and Pacific Islander,2008,Number,1530
State,Texas,American Indian,2008,Number,84
State,Texas,Total,2008,Number,34194
State,Texas,Non-Hispanic White,2013,Number,10047
State,Texas,Hispanic or Latino,2013,Number,14189
State,Texas,Black or African American,2013,Number,6298
State,Texas,Asian and Pacific Islander,2013,Number,1886
State,Texas,American Indian,2013,Number,87
State,Texas,Total,2013,Number,32159
State,Texas,American Indian,2009,Percent,0.078
State,Texas,Asian and Pacific Islander,2009,Percent,0.091
State,Texas,Black or African American,2009,Percent,0.138
State,Texas,Hispanic or Latino,2009,Percent,0.076
State,Texas,Non-Hispanic White,2009,Percent,0.078
State,Texas,Total,2009,Percent,0.085
State,Texas,American Indian,2013,Percent,0.071
State,Texas,Asian and Pacific Islander,2013,Percent,0.1
State,Texas,Black or African American,2013,Percent,0.129
State,Texas,Hispanic or Latino,2013,Percent,0.077
State,Texas,Non-Hispanic White,2013,Percent,0.074
State,Texas,Total,2013,Percent,0.083
State,Texas,Total,2009,Number,34137
State,Texas,Non-Hispanic White,2009,Number,10798
State,Texas,Hispanic or Latino,2009,Number,15284
State,Texas,Black or African American,2009,Number,6793
State,Texas,Asian and Pacific Islander,2009,Number,1545
State,Texas,American Indian,2009,Number,91
State,Texas,American Indian,2015,Percent,0.072
State,Texas,Asian and Pacific Islander,2015,Percent,0.092
State,Texas,Black or African American,2015,Percent,0.129
State,Texas,Hispanic or Latino,2015,Percent,0.077
State,Texas,Non-Hispanic White,2015,Percent,0.071
State,Texas,Total,2015,Percent,0.082
State,Texas,American Indian,2015,Number,91
State,Texas,Asian and Pacific Islander,2015,Number,2011
State,Texas,Black or African American,2015,Number,6863
State,Texas,Hispanic or Latino,2015,Number,14676
State,Texas,Non-Hispanic White,2015,Number,10016
State,Texas,Total,2015,Number,33275
State,Texas,American Indian,2010,Percent,0.08
State,Texas,Asian and Pacific Islander,2010,Percent,0.097
State,Texas,Black or African American,2010,Percent,0.136
State,Texas,Hispanic or Latino,2010,Percent,0.077
State,Texas,Non-Hispanic White,2010,Percent,0.075
State,Texas,Total,2010,Percent,0.084
State,Texas,Total,2010,Number,32486
State,Texas,Non-Hispanic White,2010,Number,10074
State,Texas,Hispanic or Latino,2010,Number,14534
State,Texas,Black or African American,2010,Number,6455
State,Texas,Asian and Pacific Islander,2010,Number,1623
State,Texas,American Indian,2010,Number,95
State,Texas,Total,2014,Number,32744
State,Texas,Non-Hispanic White,2014,Number,10172
State,Texas,Hispanic or Latino,2014,Number,14268
State,Texas,Black or African American,2014,Number,6679
State,Texas,Asian and Pacific Islander,2014,Number,1910
State,Texas,American Indian,2014,Number,65
State,Texas,Total,2012,Number,31607
State,Texas,Non-Hispanic White,2012,Number,9981
State,Texas,Hispanic or Latino,2012,Number,13730
State,Texas,Black or African American,2012,Number,6382
State,Texas,Asian and Pacific Islander,2012,Number,1725
State,Texas,American Indian,2012,Number,90
State,Texas,American Indian,2011,Percent,0.077
State,Texas,Asian and Pacific Islander,2011,Percent,0.095
State,Texas,Black or African American,2011,Percent,0.134
State,Texas,Hispanic or Latino,2011,Percent,0.078
State,Texas,Non-Hispanic White,2011,Percent,0.076
State,Texas,Total,2011,Percent,0.085
State,Texas,Total,2011,Number,32018
State,Texas,Non-Hispanic White,2011,Number,10167
State,Texas,Hispanic or Latino,2011,Number,14283
State,Texas,Black or African American,2011,Number,6176
State,Texas,Asian and Pacific Islander,2011,Number,1646
State,Texas,American Indian,2011,Number,85
State,Texas,American Indian,2012,Percent,0.073
State,Texas,Asian and Pacific Islander,2012,Percent,0.09
State,Texas,Black or African American,2012,Percent,0.134
State,Texas,Hispanic or Latino,2012,Percent,0.075
State,Texas,Non-Hispanic White,2012,Percent,0.074
State,Texas,Total,2012,Percent,0.083
State,Texas,American Indian,2014,Percent,0.056
State,Texas,Asian and Pacific Islander,2014,Percent,0.092
State,Texas,Black or African American,2014,Percent,0.13
State,Texas,Hispanic or Latino,2014,Percent,0.075
State,Texas,Non-Hispanic White,2014,Percent,0.072
State,Texas,Total,2014,Percent,0.082
State,Utah,American Indian,2014,Percent,0.093
State,Utah,Asian and Pacific Islander,2014,Percent,0.089
State,Utah,Black or African American,2014,Percent,0.106
State,Utah,Hispanic or Latino,2014,Percent,0.073
State,Utah,Non-Hispanic White,2014,Percent,0.067
State,Utah,Total,2014,Percent,0.07
State,Utah,American Indian,2012,Percent,0.074
State,Utah,Asian and Pacific Islander,2012,Percent,0.088
State,Utah,Black or African American,2012,Percent,0.099
State,Utah,Hispanic or Latino,2012,Percent,0.073
State,Utah,Non-Hispanic White,2012,Percent,0.066
State,Utah,Total,2012,Percent,0.068
State,Utah,American Indian,2011,Number,64
State,Utah,Total,2011,Number,3544
State,Utah,Non-Hispanic White,2011,Number,2705
State,Utah,Hispanic or Latino,2011,Number,568
State,Utah,Black or African American,2011,Number,102
State,Utah,Asian and Pacific Islander,2011,Number,149
State,Utah,American Indian,2011,Percent,0.083
State,Utah,Asian and Pacific Islander,2011,Percent,0.089
State,Utah,Black or African American,2011,Percent,0.129
State,Utah,Hispanic or Latino,2011,Percent,0.074
State,Utah,Non-Hispanic White,2011,Percent,0.066
State,Utah,Total,2011,Percent,0.069
State,Utah,American Indian,2012,Number,58
State,Utah,Total,2012,Number,3522
State,Utah,Non-Hispanic White,2012,Number,2622
State,Utah,Hispanic or Latino,2012,Number,554
State,Utah,Black or African American,2012,Number,71
State,Utah,Asian and Pacific Islander,2012,Number,163
State,Utah,Total,2014,Number,3572
State,Utah,Non-Hispanic White,2014,Number,2641
State,Utah,Hispanic or Latino,2014,Number,568
State,Utah,Black or African American,2014,Number,78
State,Utah,Asian and Pacific Islander,2014,Number,164
State,Utah,American Indian,2014,Number,66
State,Utah,American Indian,2010,Percent,0.073
State,Utah,Asian and Pacific Islander,2010,Percent,0.102
State,Utah,Black or African American,2010,Percent,0.103
State,Utah,Hispanic or Latino,2010,Percent,0.074
State,Utah,Non-Hispanic White,2010,Percent,0.067
State,Utah,Total,2010,Percent,0.07
State,Utah,Non-Hispanic White,2010,Number,2790
State,Utah,Hispanic or Latino,2010,Number,595
State,Utah,Black or African American,2010,Number,74
State,Utah,Asian and Pacific Islander,2010,Number,167
State,Utah,American Indian,2010,Number,53
State,Utah,Total,2010,Number,3655
State,Utah,American Indian,2015,Number,40
State,Utah,Asian and Pacific Islander,2015,Number,155
State,Utah,Black or African American,2015,Number,83
State,Utah,Hispanic or Latino,2015,Number,652
State,Utah,Non-Hispanic White,2015,Number,2547
State,Utah,Total,2015,Number,3561
State,Utah,American Indian,2015,Percent,0.057
State,Utah,Asian and Pacific Islander,2015,Percent,0.083
State,Utah,Black or African American,2015,Percent,0.101
State,Utah,Hispanic or Latino,2015,Percent,0.083
State,Utah,Non-Hispanic White,2015,Percent,0.066
State,Utah,Total,2015,Percent,0.07
State,Utah,American Indian,2009,Number,56
State,Utah,Total,2009,Number,3766
State,Utah,Non-Hispanic White,2009,Number,2851
State,Utah,Hispanic or Latino,2009,Number,669
State,Utah,Black or African American,2009,Number,66
State,Utah,Asian and Pacific Islander,2009,Number,151
State,Utah,American Indian,2013,Percent,0.08
State,Utah,Asian and Pacific Islander,2013,Percent,0.089
State,Utah,Black or African American,2013,Percent,0.09
State,Utah,Hispanic or Latino,2013,Percent,0.076
State,Utah,Non-Hispanic White,2013,Percent,0.067
State,Utah,Total,2013,Percent,0.07
State,Utah,American Indian,2009,Percent,0.073
State,Utah,Asian and Pacific Islander,2009,Percent,0.092
State,Utah,Black or African American,2009,Percent,0.096
State,Utah,Hispanic or Latino,2009,Percent,0.076
State,Utah,Non-Hispanic White,2009,Percent,0.067
State,Utah,Total,2009,Percent,0.07
State,Utah,American Indian,2013,Number,63
State,Utah,Total,2013,Number,3567
State,Utah,Non-Hispanic White,2013,Number,2648
State,Utah,Hispanic or Latino,2013,Number,582
State,Utah,Black or African American,2013,Number,65
State,Utah,Asian and Pacific Islander,2013,Number,159
State,Utah,American Indian,2008,Number,55
State,Utah,Total,2008,Number,3785
State,Utah,Non-Hispanic White,2008,Number,2794
State,Utah,Hispanic or Latino,2008,Number,702
State,Utah,Black or African American,2008,Number,76
State,Utah,Asian and Pacific Islander,2008,Number,147
State,Utah,American Indian,2008,Percent,0.074
State,Utah,Asian and Pacific Islander,2008,Percent,0.081
State,Utah,Black or African American,2008,Percent,0.124
State,Utah,Hispanic or Latino,2008,Percent,0.074
State,Utah,Non-Hispanic White,2008,Percent,0.065
State,Utah,Total,2008,Percent,0.068
State,Utah,American Indian,2007,Percent,0.086
State,Utah,Asian and Pacific Islander,2007,Percent,0.075
State,Utah,Black or African American,2007,Percent,0.108
State,Utah,Hispanic or Latino,2007,Percent,0.073
State,Utah,Non-Hispanic White,2007,Percent,0.064
State,Utah,Total,2007,Percent,0.067
State,Utah,Total,2007,Number,3670
State,Utah,Non-Hispanic White,2007,Number,2735
State,Utah,Hispanic or Latino,2007,Number,659
State,Utah,Black or African American,2007,Number,65
State,Utah,Asian and Pacific Islander,2007,Number,131
State,Utah,American Indian,2007,Number,66
State,Utah,Total,2006,Number,3700
State,Utah,Non-Hispanic White,2006,Number,2805
State,Utah,Hispanic or Latino,2006,Number,618
State,Utah,Black or African American,2006,Number,62
State,Utah,Asian and Pacific Islander,2006,Number,151
State,Utah,American Indian,2006,Number,51
State,Utah,Non-Hispanic White,2005,Number,2734
State,Utah,Hispanic or Latino,2005,Number,539
State,Utah,Black or African American,2005,Number,48
State,Utah,Asian and Pacific Islander,2005,Number,132
State,Utah,American Indian,2005,Number,43
State,Utah,Total,2005,Number,3520
State,Utah,American Indian,2005,Percent,0.067
State,Utah,Asian and Pacific Islander,2005,Percent,0.088
State,Utah,Black or African American,2005,Percent,0.1
State,Utah,Hispanic or Latino,2005,Percent,0.071
State,Utah,Non-Hispanic White,2005,Percent,0.066
State,Utah,Total,2005,Percent,0.068
State,Utah,American Indian,2006,Percent,0.072
State,Utah,Asian and Pacific Islander,2006,Percent,0.091
State,Utah,Black or African American,2006,Percent,0.12
State,Utah,Hispanic or Latino,2006,Percent,0.075
State,Utah,Non-Hispanic White,2006,Percent,0.066
State,Utah,Total,2006,Percent,0.069
State,Utah,American Indian,2004,Number,59
State,Utah,Total,2004,Number,3379
State,Utah,Non-Hispanic White,2004,Number,2574
State,Utah,Hispanic or Latino,2004,Number,548
State,Utah,Black or African American,2004,Number,46
State,Utah,Asian and Pacific Islander,2004,Number,137
State,Utah,American Indian,2003,Percent,N.A.
State,Utah,Asian and Pacific Islander,2003,Percent,N.A.
State,Utah,Black or African American,2003,Percent,N.A.
State,Utah,Hispanic or Latino,2003,Percent,N.A.
State,Utah,Non-Hispanic White,2003,Percent,N.A.
State,Utah,Total,2003,Percent,0.065
State,Utah,American Indian,2004,Percent,0.086
State,Utah,Asian and Pacific Islander,2004,Percent,0.089
State,Utah,Black or African American,2004,Percent,0.106
State,Utah,Hispanic or Latino,2004,Percent,0.076
State,Utah,Non-Hispanic White,2004,Percent,0.063
State,Utah,Total,2004,Percent,0.067
State,Utah,American Indian,2001,Percent,N.A.
State,Utah,Asian and Pacific Islander,2001,Percent,N.A.
State,Utah,Black or African American,2001,Percent,N.A.
State,Utah,Hispanic or Latino,2001,Percent,N.A.
State,Utah,Non-Hispanic White,2001,Percent,N.A.
State,Utah,Total,2001,Percent,0.064
State,Utah,American Indian,2002,Percent,N.A.
State,Utah,Asian and Pacific Islander,2002,Percent,N.A.
State,Utah,Black or African American,2002,Percent,N.A.
State,Utah,Hispanic or Latino,2002,Percent,N.A.
State,Utah,Non-Hispanic White,2002,Percent,N.A.
State,Utah,Total,2002,Percent,0.064
State,Utah,American Indian,1999,Percent,N.A.
State,Utah,Asian and Pacific Islander,1999,Percent,N.A.
State,Utah,Black or African American,1999,Percent,N.A.
State,Utah,Hispanic or Latino,1999,Percent,N.A.
State,Utah,Non-Hispanic White,1999,Percent,N.A.
State,Utah,Total,1999,Percent,0.068
State,Utah,American Indian,2000,Percent,N.A.
State,Utah,Asian and Pacific Islander,2000,Percent,N.A.
State,Utah,Black or African American,2000,Percent,N.A.
State,Utah,Hispanic or Latino,2000,Percent,N.A.
State,Utah,Non-Hispanic White,2000,Percent,N.A.
State,Utah,Total,2000,Percent,0.066
State,Vermont,American Indian,2000,Percent,N.A.
State,Vermont,Asian and Pacific Islander,2000,Percent,N.A.
State,Vermont,Black or African American,2000,Percent,N.A.
State,Vermont,Hispanic or Latino,2000,Percent,N.A.
State,Vermont,Non-Hispanic White,2000,Percent,N.A.
State,Vermont,Total,2000,Percent,0.061
State,Vermont,American Indian,1999,Percent,N.A.
State,Vermont,Asian and Pacific Islander,1999,Percent,N.A.
State,Vermont,Black or African American,1999,Percent,N.A.
State,Vermont,Hispanic or Latino,1999,Percent,N.A.
State,Vermont,Non-Hispanic White,1999,Percent,N.A.
State,Vermont,Total,1999,Percent,0.057
State,Vermont,American Indian,2002,Percent,N.A.
State,Vermont,Asian and Pacific Islander,2002,Percent,N.A.
State,Vermont,Black or African American,2002,Percent,N.A.
State,Vermont,Hispanic or Latino,2002,Percent,N.A.
State,Vermont,Non-Hispanic White,2002,Percent,N.A.
State,Vermont,Total,2002,Percent,0.064
State,Vermont,American Indian,2001,Percent,N.A.
State,Vermont,Asian and Pacific Islander,2001,Percent,N.A.
State,Vermont,Black or African American,2001,Percent,N.A.
State,Vermont,Hispanic or Latino,2001,Percent,N.A.
State,Vermont,Non-Hispanic White,2001,Percent,N.A.
State,Vermont,Total,2001,Percent,0.059
State,Vermont,American Indian,2003,Percent,N.A.
State,Vermont,Asian and Pacific Islander,2003,Percent,N.A.
State,Vermont,Black or African American,2003,Percent,N.A.
State,Vermont,Hispanic or Latino,2003,Percent,N.A.
State,Vermont,Non-Hispanic White,2003,Percent,N.A.
State,Vermont,Total,2003,Percent,0.07
State,Vermont,American Indian,2004,Percent,S
State,Vermont,Asian and Pacific Islander,2004,Percent,S
State,Vermont,Black or African American,2004,Percent,S
State,Vermont,Hispanic or Latino,2004,Percent,S
State,Vermont,Non-Hispanic White,2004,Percent,0.063
State,Vermont,Total,2004,Percent,0.064
State,Vermont,Non-Hispanic White,2004,Number,396
State,Vermont,Hispanic or Latino,2004,Number,S
State,Vermont,Black or African American,2004,Number,S
State,Vermont,Asian and Pacific Islander,2004,Number,S
State,Vermont,American Indian,2004,Number,S
State,Vermont,Total,2004,Number,423
State,Vermont,American Indian,2006,Percent,S
State,Vermont,Asian and Pacific Islander,2006,Percent,S
State,Vermont,Black or African American,2006,Percent,S
State,Vermont,Hispanic or Latino,2006,Percent,S
State,Vermont,Non-Hispanic White,2006,Percent,0.067
State,Vermont,Total,2006,Percent,0.069
State,Vermont,American Indian,2005,Percent,S
State,Vermont,Asian and Pacific Islander,2005,Percent,S
State,Vermont,Black or African American,2005,Percent,S
State,Vermont,Hispanic or Latino,2005,Percent,S
State,Vermont,Non-Hispanic White,2005,Percent,0.062
State,Vermont,Total,2005,Percent,0.062
State,Vermont,American Indian,2005,Number,S
State,Vermont,Total,2005,Number,393
State,Vermont,Non-Hispanic White,2005,Number,370
State,Vermont,Hispanic or Latino,2005,Number,S
State,Vermont,Black or African American,2005,Number,S
State,Vermont,Asian and Pacific Islander,2005,Number,S
State,Vermont,Total,2006,Number,447
State,Vermont,Non-Hispanic White,2006,Number,413
State,Vermont,Hispanic or Latino,2006,Number,S
State,Vermont,Black or African American,2006,Number,11
State,Vermont,Asian and Pacific Islander,2006,Number,10
State,Vermont,American Indian,2006,Number,S
State,Vermont,American Indian,2007,Number,S
State,Vermont,Total,2007,Number,402
State,Vermont,Non-Hispanic White,2007,Number,375
State,Vermont,Hispanic or Latino,2007,Number,S
State,Vermont,Black or African American,2007,Number,S
State,Vermont,Asian and Pacific Islander,2007,Number,S
